"_type","associated_parts","file_urls","files","image_urls","information","manufacturer","manufacturer_part","origin_country","overview","primary_image_url","stock_count","title","trail","unit_price","url"
"FarnellItem","SC08.11,SC28.13PRO","http://www.farnell.com/datasheets/2010037.pdf","(EN)","","{""name"":""Time Min:"",""value"":""24h""},{""name"":""Time Max:"",""value"":""7Days""},{""name"":""Contact Style:"",""value"":""1CO""},{""name"":""Contact Current Max:"",""value"":""16A""},{""name"":""Controller Output:"",""value"":""Digital""},{""name"":""Product Range:"",""value"":""-""}","MULLER","SC08.13","Germany","The SC08.13 is a DIN-rail mount Digital Time Switch with text based menu and self-explanatory symbols. It features automatic sorting of switching times on readout. It can be programmed with supply disconnected and features unlimited program security by E²-PROM. It is an easy handling, quick and intuitive programmable time switch. It features self-extinguishing thermoplastic enclosure, screw terminals and quartz time base.
	


    
          
    1 Channel
          
    Daily and weekly program
          
    60 Memory locations
          
    6 Years battery-reserve
          
    Minimum interval 1 minute
          
    Switching capacity 16A
          
    Permanent by date/holiday function
          
    Manual permanent mode
          
    Manual override
          
    Automatic sorting of switching times on readout
          
    
    
    
          
    Unrestricted block programming
          
    Fully automatic daylight saving time
          
    Elapsed time and pulse counter
          
    Security by PIN-Code
          
    Astro program
          
    Removable programming module
        
    
    
    
 

    
            Applications
            
            
                        Industrial, 
                    
                        Clock & Timing","http://uk.farnell.com/productimages/large/en_GB/1607154-40.jpg","1","SC08.13 MULLER, Timeswitch, Astro, Programmable, Weekely, 24 h, 7 Days, 1CO, 16 A, Digital","Electrical,Timeswitch","13300","http://uk.farnell.com/muller/sc08-13/astro-digital-time-switch-1-channel/dp/1607154"
"FarnellItem","636106,5035221,1001-0004,UK252,BAT-250-EUR,ENERGY CHECK LCD,YSP-117","http://www.farnell.com/datasheets/2024526.pdf","(EN)","http://uk.farnell.com/productimages/large/en_GB/2530241-500.jpg,http://uk.farnell.com/productimages/large/en_GB/2530241-501.jpg,http://uk.farnell.com/productimages/large/en_GB/2530241-502.jpg","{""name"":""Torch Type:"",""value"":""Head Light""},{""name"":""Light Source:"",""value"":""Cree LED""},{""name"":""Lumen Output:"",""value"":""200lm""},{""name"":""Beam Effective Distance:"",""value"":""85m""},{""name"":""Power Source:"",""value"":""AAA Batteries x 3""},{""name"":""Torch Body Material:"",""value"":""Polymer""},{""name"":""Product Range:"",""value"":""-""}","UNILITE INTERNATIONAL","PS-H4","China","","http://uk.farnell.com/productimages/large/en_GB/2530241-40.jpg","1","PS-H4 UNILITE INTERNATIONAL, Torch, Head Light, Cree LED, 200LM, 85m","Electrical,Torches","3150","http://uk.farnell.com/unilite-international/ps-h4/head-light-200-lumen-85m-aaa-batt/dp/2530241"
"FarnellItem","","http://www.farnell.com/datasheets/1661297.pdf","(EN)","","{""name"":""IP Rating:"",""value"":""IP66""},{""name"":""Product Range:"",""value"":""MK Moulded Outdoor Switch""}","MK","K56402GRY","Great Britain","10A IP66 rated outdoor switch
          
    2 gang SP one way
          
    Fixing holes for No. 8 woodscrews
          
    Each switch fitted with a neon
          
    Can be wired as a locator
          
    4 x 20mm entries
          
    Earth and loop terminals in back box
          
    Dimensions: 95x95x57mm
          
    BS EN 60669-1:1999
          
    IP66 to BS EN 60529: 1992","http://uk.farnell.com/productimages/large/en_GB/PL12238-40.jpg","1","K56402GRY MK, SWITCH, IP66, GREY, 10A, 2 GANG","Electrical,Outdoor Weatherproof","2054","http://uk.farnell.com/mk/k56402gry/switch-ip66-grey-10a-2-gang/dp/2212140"
"FarnellItem","WS.005.3542","http://www.farnell.com/datasheets/1647588.pdf","(EN)","","{""name"":""Time Min:"",""value"":""15min""},{""name"":""Time Max:"",""value"":""24h""},{""name"":""Contact Style:"",""value"":""SPCO""},{""name"":""Contact Current Max:"",""value"":""16A""},{""name"":""Controller Output:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","THEBEN","SYN160","Germany","The SYN160 is a 1-channel analogue Time Switch. The timer has permanent 3-position ON/AUTO/continuous OFF manual switch and 96 switching segments.
	


    
          
    DIN Rail Mounting
          
    Potential-free and Phase-independent Switching Output
          
    Synchronized with Mains
          
    15 minutes Shortest Switching Time
          
    Screw Connection Terminals
          
    High-temperature Resistant, Self-extinguishing Thermoplastic Housing Material
          
    IP20 Protection Rating
        
    
    
    
 

    
            Applications
            
            
                        Lighting","http://uk.farnell.com/productimages/large/en_GB/42267692.jpg","1","SYN160 THEBEN, Timeswitch, DIN Rail, 15 min, 24 h, SPCO, 16 A","Electrical,Timeswitch","4747","http://uk.farnell.com/theben/syn160/timer-24hour/dp/734317"
"FarnellItem","","http://www.farnell.com/datasheets/1972353.pdf","(EN)","","{""name"":""Product Range:"",""value"":""MK Logic Plus""}","MK","K3041","Malaysia","Neon switch plate locator used for the location of switches in dark situations where the perimeter of the switch plate will light up. Manufactured to BS5733.","http://uk.farnell.com/productimages/large/en_GB/7444594.jpg","1","K3041 MK, PLATESWITCH LOCATOR, TUNGSTEN, 200-250V","Electrical,Electrical Accessories","581","http://uk.farnell.com/mk/k3041/plateswitch-locator-tungsten-200/dp/2503125"
"FarnellItem","BEL060040S,529 (PJ996)","http://www.farnell.com/datasheets/1788311.pdf","(EN)","","{""name"":""Torch Type:"",""value"":""Lantern Kit""},{""name"":""Light Source:"",""value"":""White Seoul LED""},{""name"":""Lumen Output:"",""value"":""140lm""},{""name"":""Beam Effective Distance:"",""value"":""-""},{""name"":""Power Source:"",""value"":""-""},{""name"":""Torch Body Material:"",""value"":""Copolymer""},{""name"":""Product Range:"",""value"":""-""}","UNILITE INTERNATIONAL","HV-L2R","South Korea","The HV-L2R is a lantern kit Hi-Vis Torch provides the user with an ultimately portable, rechargeable and powerful lantern. With a 300lm highest power Seoul semiconductor LED, the lantern provides a massively powerful beam which is further supported and extended thanks to its optical Beamaster lens®. The unit is also strong and resilient, it has industrial copolymer housing and rubberized silent operation switch, providing the user with a lantern. In terms of its charging, this is done via the side charging point, which is protected with a rubber protection seal. It will never struggle for visibility in any weather condition. Beneath unique design, the advanced technology combines to enhance output and usability.
	


    
          
    Soft touch silent switch making it easy to press when wearing gloves
          
    Carry strap is included to help portability when carrying the item around
          
    Comes with a 2000mAh Rechargeable battery straight out the box
          
    Complete inside the box is the 230V mains wall charger to keep the battery topped up
          
    5hrs Run time
          
    IP44 Protection rating
        
    
    
    
 

    
            Applications
            
            
                        Industrial, 
                    
                        LED Lighting

                        
          
    

    
       Contents
        
            Torch, Rechargeable battery, Mains charger and Carry strap.","http://uk.farnell.com/productimages/large/en_GB/2188534-40.jpg","1","HV-L2R UNILITE INTERNATIONAL, Torch, Hi Vis, Rechargeable, Lantern Kit, White Seoul LED, 140LM","Electrical,Torches","8300","http://uk.farnell.com/unilite-international/hv-l2r/torch-lantern-hi-vis-re-chrg/dp/2188534"
"FarnellItem","","","","","{""name"":""No. of Outlets:"",""value"":""3Outlets""},{""name"":""Outlet Type:"",""value"":""-""},{""name"":""Current Rating:"",""value"":""16A""},{""name"":""Supply Voltage V AC:"",""value"":""-""},{""name"":""Plug Type:"",""value"":""-""},{""name"":""Cable Length:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","APSA","D6000S/3","Germany","The D6000S/3 is a 3-outlet standard Power Outlet Strip with 2m black connection cable and 2-pole illuminated switch. Bar body made ​​of aluminium socket inserts and side covers in black plastic.
	


    
          
    45° Turned socket inserts for angled plugs
          
    All frames at line input rewirable
        
    
    
    
 

    
            Applications
            
            
                        Power Management","http://uk.farnell.com/productimages/large/en_GB/42346989.jpg","1","D6000S/3 APSA, Power Outlet Strip, 3 Outlets, 16 A","Electrical,Power Outlet Strips","4214","http://uk.farnell.com/apsa/d6000s-3/distribution-unit-sw-3way-2m/dp/1227003"
"FarnellItem","9128-2M,9128-5M","http://www.farnell.com/datasheets/1662324.pdf","(EN)","","{""name"":""No. of Outlets:"",""value"":""1Outlets""},{""name"":""Outlet Type:"",""value"":""UK""},{""name"":""Current Rating:"",""value"":""13A""},{""name"":""Supply Voltage V AC:"",""value"":""250V""},{""name"":""Plug Type:"",""value"":""UK""},{""name"":""Cable Length:"",""value"":""3m""},{""name"":""Product Range:"",""value"":""-""}","PRO ELEC","9128-3M","China","1-Gang extension
          
    Rated at 13A and conform to BS 1363/A","http://uk.farnell.com/productimages/large/en_GB/PL09165-40.jpg","1","9128-3M PRO ELEC, Power Outlet Strip, 1 Outlets, UK, 13 A, 250 V, UK, 3 m","Electrical,Power Outlet Strips","642","http://uk.farnell.com/pro-elec/9128-3m/extension-lead-1way-3m/dp/1286459"
"FarnellItem","MBB1G25","http://www.farnell.com/datasheets/1836297.pdf","(EN)","","{""name"":""No. of Gangs:"",""value"":""1""},{""name"":""Internal Depth:"",""value"":""25mm""},{""name"":""Electrical Box Material:"",""value"":""Steel""},{""name"":""Electrical Box Mounting:"",""value"":""Dry Lining / Wall""},{""name"":""For Use With:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","MK","861ZIC","Great Britain","The 861ZIC is a 1-gang Mounting Box with brass earth terminal fitted in the base and steel lugs one of which is adjustable.
	
    
            Applications
            
            
                        Industrial","http://uk.farnell.com/productimages/large/en_GB/42259810.jpg","1","861ZIC MK, MOUNTING BOX, 25MM, 1GANG","Electrical,Back & Mounting Boxes","233","http://uk.farnell.com/mk/861zic/mounting-box-25mm-1gang/dp/107716"
"FarnellItem","","http://www.farnell.com/datasheets/53232.pdf","(EN)","","{""name"":""No. of Ways:"",""value"":""100""},{""name"":""Current Rating:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","KRONE","6530/1/017/00","Great Britain","The 6530/1/017/00 is a 301A voice solution Connection Box, plastic modular box for 100-pair designed to accommodate 10 LSA-PLUS® 10-pair modules with 1 back mount frame-5 or 30 or 10A equivalent and earthing.
	


    
          
    Connection boxes suitable for wall mounting or under floor ducting
          
    Enables multiple data/voice lines to be linked to exchange
        
    
    
    
 

    
            Applications
            
            
                        Industrial","http://uk.farnell.com/productimages/large/en_GB/CN16139-40.jpg","1","6530/1/017/00 KRONE, Junction Box, 100","Electrical,Junction Boxes","7607","http://uk.farnell.com/krone/6530-1-017-00/box-301a-100pair/dp/1207123"
"FarnellItem","","http://www.farnell.com/datasheets/2340308.pdf","(EN)","","{""name"":""Voltage Rating VAC:"",""value"":""250V""},{""name"":""Current Rating:"",""value"":""13A""},{""name"":""Tripping Current:"",""value"":""30mA""},{""name"":""Trip Time:"",""value"":""40ms""},{""name"":""Outlet Type:"",""value"":""BS 1363""},{""name"":""Product Range:"",""value"":""-""}","PRO ELEC","PEL00415","China","Rewireable, 13A plug-In RCD adaptor that continuously monitors the power supply to an electrical appliance
          
    Cuts off the power in less than 40mS if an earth current fault is detected
          
    Ideal for use around the home, with garden equipment or power tools
          
    Provides safety against electric shock
          
    Indicator shows that protection is present
          
    Complies with BS1363, BS7071:1992
          
    Retail packed","http://uk.farnell.com/productimages/large/en_GB/PL15120-40.jpg","1","PEL00415 PRO ELEC, PLUG, REWIREABLE, 250VAC, 13A","Electrical,RCD","661","http://uk.farnell.com/pro-elec/pel00415/plug-rewireable-250vac-13a/dp/2777074"
"FarnellItem","KONTAKT GOLD 2000 200ML","","","","{""name"":""No. of Outlets:"",""value"":""4Outlets""},{""name"":""Outlet Type:"",""value"":""UK""},{""name"":""Current Rating:"",""value"":""13A""},{""name"":""Supply Voltage V AC:"",""value"":""250V""},{""name"":""Plug Type:"",""value"":""Hardwired""},{""name"":""Cable Length:"",""value"":""-""},{""name"":""Product Range:"",""value"":""Duraplug""}","MK","FC4136WHI","Great Britain","The Duraplug series heavy-duty Power Outlet Strip has become a virtual byword for durability, strength and reliability. Duraplug® offers a wide range of products including a complete range of safety extension leads featuring rubber covered plugs, extension leads, trailing sockets, lead connectors and cable couplers. All Duraplug® products are made from high impact-resistant materials such as ABS/polycarbonate and rubber.
	


    
          
    Sockets have visible red nylon shutters
          
    Lead connectors have retaining lugs to prevent accidental disconnection
          
    All internal parts of trailing sockets are retained in the base for ease of wiring
        
    
    
    
 

    
            Applications
            
            
                        Power Management","http://uk.farnell.com/productimages/large/en_GB/42249365.jpg","1","FC4136WHI MK, Power Outlet Strip, White, Fuse, Switch, Indicator, 4 Outlets, UK, 13 A, 250 V, Hardwired","Electrical,Power Outlet Strips","2404","http://uk.farnell.com/mk/fc4136whi/distribution-board-4way-13a-white/dp/313646"
"FarnellItem","","http://www.farnell.com/datasheets/1932106.pdf","(EN)","","{""name"":""No. of Outlets:"",""value"":""8Outlets""},{""name"":""Outlet Type:"",""value"":""-""},{""name"":""Current Rating:"",""value"":""16A""},{""name"":""Supply Voltage V AC:"",""value"":""250V""},{""name"":""Plug Type:"",""value"":""-""},{""name"":""Cable Length:"",""value"":""2m""},{""name"":""Product Range:"",""value"":""-""}","APSA","5000S/8 SW","Germany","The 5000S/8 SW is a 8-outlet Power Outlet Strip with 2m power cord and 2-pole illuminated switch. It is made of impact-resistant plastic. The power strip is rewirable, with fastening devices (ideal for furniture, technical jobs) equipped and massive bus bars in the internal wiring can be used. It is suitable for use in particular for a fast and secure power supply in various areas such as laboratories, offices, schools, households and any mobile application.
	


    
          
    72mm Wide strip
        
    
    
    
 

    
            Applications
            
            
                        Power Management","http://uk.farnell.com/productimages/large/en_GB/42346956.jpg","1","5000S/8 SW APSA, Power Outlet Strip, 8 Outlets, 16 A, 250 V, 2 m","Electrical,Power Outlet Strips","5604","http://uk.farnell.com/apsa/5000s-8-sw/distribution-unit-sw-8way-2m/dp/1226973"
"FarnellItem","","http://www.farnell.com/datasheets/1932106.pdf","(EN)","","{""name"":""No. of Outlets:"",""value"":""5Outlets""},{""name"":""Outlet Type:"",""value"":""-""},{""name"":""Current Rating:"",""value"":""16A""},{""name"":""Supply Voltage V AC:"",""value"":""250V""},{""name"":""Plug Type:"",""value"":""-""},{""name"":""Cable Length:"",""value"":""2m""},{""name"":""Product Range:"",""value"":""-""}","APSA","5000/5 WS","Germany","The 5000/5 WS is a 5-outlet Power Outlet Strip with 2m power cord. It is made of impact-resistant plastic. The power strip is rewirable, with fastening devices (ideal for furniture, technical jobs) equipped and massive bus bars in the internal wiring can be used. It is suitable for use in particular for a fast and secure power supply in various areas such as laboratories, offices, schools, households and any mobile application.
	


    
          
    72mm Wide strip
        
    
    
    
 

    
            Applications
            
            
                        Power Management","http://uk.farnell.com/productimages/large/en_GB/42349512.jpg","1","5000/5 WS APSA, Power Outlet Strip, 5 Outlets, 16 A, 250 V, 2 m","Electrical,Power Outlet Strips","3522","http://uk.farnell.com/apsa/5000-5-ws/power-strip-cee7-4-5way-16a-250v/dp/1226966"
"FarnellItem","4732.0000,1.500206","http://www.farnell.com/datasheets/1842537.pdf","(EN)","","{""name"":""No. of Outlets:"",""value"":""5Outlets""},{""name"":""Outlet Type:"",""value"":""-""},{""name"":""Current Rating:"",""value"":""6A""},{""name"":""Supply Voltage V AC:"",""value"":""-""},{""name"":""Plug Type:"",""value"":""-""},{""name"":""Cable Length:"",""value"":""2m""},{""name"":""Product Range:"",""value"":""-""}","SCHURTER","4740.33","Czech Republic","The 4740.33 is a 5-outlet Distribution Unit with 2m cable, 1-pole fuse holder and main-on neon indicator. It is made of UL94V-0 rated black thermoplastic housing. It has United Kingdom BS 1363A, 10A terminal. It is suitable for appliances with protection class I according to IEC 61140.
	


    
          
    Stand alone module
        
    
    
    
 

    
            Applications
            
            
                        Power Management, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/42248606.jpg","1","4740.33 SCHURTER, Power Outlet Strip, 5 Outlets, 6 A, 2 m","Electrical,Power Outlet Strips","3564","http://uk.farnell.com/schurter/4740-33/distribution-board-plug-5way-2m/dp/150632"
"FarnellItem","","http://www.farnell.com/datasheets/2211848.pdf","(EN)","","{""name"":""Time Min:"",""value"":""-""},{""name"":""Time Max:"",""value"":""-""},{""name"":""Contact Style:"",""value"":""-""},{""name"":""Contact Current Max:"",""value"":""16A""},{""name"":""Controller Output:"",""value"":""-""},{""name"":""Product Range:"",""value"":""Energysense Series""}","ELKAY","376A-3","China","","http://uk.farnell.com/productimages/large/en_GB/2690293-40.jpg","1","376A-3 ELKAY, Timeswitch, 16 A, Energysense Series","Electrical,Timeswitch","2093","http://uk.farnell.com/elkay/376a-3/pir-electronic-timer-3-core-slave/dp/2690293"
"FarnellItem","","http://www.farnell.com/datasheets/2189753.pdf","(EN)","","{""name"":""Time Min:"",""value"":""2min""},{""name"":""Time Max:"",""value"":""1h""},{""name"":""Contact Style:"",""value"":""-""},{""name"":""Contact Current Max:"",""value"":""10A""},{""name"":""Controller Output:"",""value"":""-""},{""name"":""Product Range:"",""value"":""Energysense Series""}","ELKAY","350B-1","China","","http://uk.farnell.com/productimages/large/en_GB/2690289-40.jpg","1","350B-1 ELKAY, Timeswitch, 2 min, 1 h, 10 A, Energysense Series","Electrical,Timeswitch","3003","http://uk.farnell.com/elkay/350b-1/push-button-timer-2min-1h-2wire/dp/2690289"
"FarnellItem","","http://www.farnell.com/datasheets/51994.pdf","(EN)","","{""name"":""Time Min:"",""value"":""2min""},{""name"":""Time Max:"",""value"":""2h""},{""name"":""Contact Style:"",""value"":""-""},{""name"":""Contact Current Max:"",""value"":""16A""},{""name"":""Controller Output:"",""value"":""-""},{""name"":""Product Range:"",""value"":""Energysense Series""}","ELKAY","2235A-1","China","","http://uk.farnell.com/productimages/large/en_GB/2690291-40.jpg","1","2235A-1 ELKAY, Timeswitch, 2 min, 2 h, 16 A, Energysense Series","Electrical,Timeswitch","3685","http://uk.farnell.com/elkay/2235a-1/touch-timer-illuminated-2min-2h/dp/2690291"
"FarnellItem","","","","","{""name"":""Product Range:"",""value"":""Energysense Series""}","ELKAY","220A-1","China","","http://uk.farnell.com/productimages/large/en_GB/2690298-40.jpg","1","220A-1 ELKAY, WALL SPACER PLATE, 10MM, WHITE","Electrical,Electrical Accessories","241","http://uk.farnell.com/elkay/220a-1/wall-spacer-plate-10mm-white/dp/2690298"
"FarnellItem","","http://www.farnell.com/datasheets/523112.pdf","(EN)","","{""name"":""No. of Outlets:"",""value"":""-""},{""name"":""Outlet Type:"",""value"":""-""},{""name"":""Current Rating:"",""value"":""-""},{""name"":""Supply Voltage V AC:"",""value"":""-""},{""name"":""Plug Type:"",""value"":""-""},{""name"":""Cable Length:"",""value"":""-""},{""name"":""Product Range:"",""value"":""Premium Alu Line Series""}","BRENNENSTUHL","1153120","China","","http://uk.farnell.com/productimages/large/en_GB/1789556-40.jpg","1","1153120 BRENNENSTUHL, MAINS, EURO, 4, WHITE","Electrical,Power Outlet Strips","1661","http://uk.farnell.com/brennenstuhl/1153120/mains-euro-4-white/dp/1789556"
"FarnellItem","","http://www.farnell.com/datasheets/2302121.pdf","(EN)","http://uk.farnell.com/productimages/large/en_GB/2765640-500.jpg,http://uk.farnell.com/productimages/large/en_GB/2765640-501.jpg","{""name"":""Torch Type:"",""value"":""Hand Held""},{""name"":""Light Source:"",""value"":""LED""},{""name"":""Lumen Output:"",""value"":""25lm""},{""name"":""Beam Effective Distance:"",""value"":""50m""},{""name"":""Power Source:"",""value"":""AA Batteries x 1""},{""name"":""Torch Body Material:"",""value"":""Aluminium""},{""name"":""Product Range:"",""value"":""-""}","ANSMANN","1600-0153","China","The 1600-0153 from Ansmann is a small and handy LED metal torch. With the large switch the torch is easy to operate single handed even with gloves on. With up to 22hour use with one battery, sufficient lighting up to 25lm and a lighting distance up to 50m this LED torch X10 is optimised for everyday use in the home, garden or in the car. It is also excellent value for money. The LED torch X10 is provided with an efficient ""cat's eyes"" system. The shockproof aluminium housing in attractive black/silver ANSMANN design is splash protected and strong, giving a great lamp for a small price.
	


    
          
    Handy LED metal torch with efficient ""cat's eyes"" system
          
    IPx4 degree of protection
          
    New housing design for a significant and appealing look at POS
          
    Dimensions of 104mm x 26mm x 26mm, 53g product weight
        
    
    
    
 

    
       Contents
        
            Alkaline mignon AA battery (1), Wrist strap.
        
    

Footnotes
This lamp is intended for mobile use, the included LED lamp is not suitable for household room lighting.","http://uk.farnell.com/productimages/large/en_GB/2765640-40.jpg","1","1600-0153 ANSMANN, TORCH, HAND HELD, LED, 50M, 25LM","Electrical,Torches","496","http://uk.farnell.com/ansmann/1600-0153/torch-hand-held-led-50m-25lm/dp/2765640"
"FarnellItem","0138B-5M,1.500206","http://www.farnell.com/datasheets/1662205.pdf","(EN)","","{""name"":""No. of Outlets:"",""value"":""1Outlets""},{""name"":""Outlet Type:"",""value"":""UK""},{""name"":""Current Rating:"",""value"":""13A""},{""name"":""Supply Voltage V AC:"",""value"":""250V""},{""name"":""Plug Type:"",""value"":""UK""},{""name"":""Cable Length:"",""value"":""10m""},{""name"":""Product Range:"",""value"":""-""}","PRO ELEC","0138B-10M","China","A 1-gang rubberised plastic extension
          
    Rated at 13A and conform to BS 1363/A
          
    10m Lead","http://uk.farnell.com/productimages/large/en_GB/PL09519-40.jpg","1","0138B-10M PRO ELEC, Power Outlet Strip, 1 Outlets, UK, 13 A, 250 V, UK, 10 m","Electrical,Power Outlet Strips","1868","http://uk.farnell.com/pro-elec/0138b-10m/extension-lead-1way-black-10m/dp/1286454"
"FarnellItem","WS.005.3542","http://www.farnell.com/datasheets/2010033.pdf","(EN)","","{""name"":""Time Min:"",""value"":""24h""},{""name"":""Time Max:"",""value"":""7Days""},{""name"":""Contact Style:"",""value"":""1NO""},{""name"":""Contact Current Max:"",""value"":""16A""},{""name"":""Controller Output:"",""value"":""Digital""},{""name"":""Product Range:"",""value"":""-""}","MULLER","SC18.10PRO","Germany","The SC18.10PRO is a Programmable Time Switch. Permanently ON or OFF with manual switch (Perm ON/OFF). High resolution LCD (visible area 7.5 cm²). Automatic sorting of switching times on readout. Unrestricted block programming of days. Elapsed time and pulse counter for each channel. Security by PIN-coding. Display with a large area to provide two text lines. Text based Menu and self-explanatory symbols. Can be programmed with supply disconnected (6 years battery-reserve). DIN rail mount.
	


    
          
    30 Memory location
          
    IP20 Protection rating
          
    -10 to 55°C Operating temperature
        
    
    
    
 

    
            Applications
            
            
                        Automation & Process Control, 
                    
                        Industrial, 
                    
                        Clock & Timing","http://uk.farnell.com/productimages/large/en_GB/1572391-40.jpg","1","SC18.10PRO MULLER, Timeswitch, Pro, Programmable, Variable, 24 h, 7 Days, 1NO, 16 A, Digital","Electrical,Timeswitch","6067","http://uk.farnell.com/muller/sc18-10pro/switch-timer-variable-16a-230v/dp/1572391"
"FarnellItem","","http://www.farnell.com/datasheets/2349969.pdf","(EN)","","{""name"":""No. of Outlets:"",""value"":""4Outlets""},{""name"":""Outlet Type:"",""value"":""IEC 60320 C13""},{""name"":""Current Rating:"",""value"":""10A""},{""name"":""Supply Voltage V AC:"",""value"":""250V""},{""name"":""Plug Type:"",""value"":""UK""},{""name"":""Cable Length:"",""value"":""2m""},{""name"":""Product Range:"",""value"":""-""}","SCHURTER","4748.0300","Czech Republic","The 4748.0300 is a 4-outlet Distribution Unit with 2m power cord. It is made of UL94V-0 rated black thermoplastic housing. It has United Kingdom BS 1363A, 10A terminal. It is suitable for use in equipment according to IEC/UL 60950 and appliances with protection class I according to IEC 61140.
	


    
          
    Stand alone module
        
    
    
    
 

    
            Applications
            
            
                        Power Management, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/2080470-40.jpg","1","4748.0300 SCHURTER, Power Outlet Strip, IEC Distribution Unit, 4 Outlets, IEC 60320 C13, 10 A, 250 V, UK, 2 m","Electrical,Power Outlet Strips","3463","http://uk.farnell.com/schurter/4748-0300/outlet-iec-uk-plug-4748-4way-10a/dp/2080468"
"FarnellItem","","http://www.farnell.com/datasheets/2024533.pdf","(EN)","http://uk.farnell.com/productimages/large/en_GB/2530248-500.jpg,http://uk.farnell.com/productimages/large/en_GB/2530248-501.jpg,http://uk.farnell.com/productimages/large/en_GB/2530248-502.jpg","{""name"":""Torch Type:"",""value"":""Inspection Light""},{""name"":""Light Source:"",""value"":""9 x White LED""},{""name"":""Lumen Output:"",""value"":""600lm""},{""name"":""Beam Effective Distance:"",""value"":""60m""},{""name"":""Power Source:"",""value"":""Rechargeable Lithium-Ion Battery""},{""name"":""Torch Body Material:"",""value"":""PC (Polycarbonate)""},{""name"":""Product Range:"",""value"":""-""}","UNILITE INTERNATIONAL","PS-IL6R","China","","http://uk.farnell.com/productimages/large/en_GB/2530248-40.jpg","1","PS-IL6R UNILITE INTERNATIONAL, Torch, Inspection Light, 9 x White LED, 600LM, 60m","Electrical,Torches","5500","http://uk.farnell.com/unilite-international/ps-il6r/inspection-light-600-lumen-60m/dp/2530248"
"FarnellItem","","","","","{""name"":""No. of Outlets:"",""value"":""9Outlets""},{""name"":""Outlet Type:"",""value"":""-""},{""name"":""Current Rating:"",""value"":""16A""},{""name"":""Supply Voltage V AC:"",""value"":""250V""},{""name"":""Plug Type:"",""value"":""-""},{""name"":""Cable Length:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","APSA","D6000S/9-2S SW/SI","Germany","The D6000S/9-2S SW/SI is a 9-outlet Power Strip with switch frontally at the head end.
	


    
          
    IP20 Protection rating
        
    
    
    
 

    
            Applications
            
            
                        Power Management","http://uk.farnell.com/productimages/large/en_GB/1630833-40.jpg","1","D6000S/9-2S SW/SI APSA, Power Outlet Strip, 9 Outlets, 16 A, 250 V","Electrical,Power Outlet Strips","8314","http://uk.farnell.com/apsa/d6000s-9-2s-sw-si/mains-distribution-9way/dp/1630835"
"FarnellItem","","http://www.farnell.com/datasheets/1972353.pdf","(EN)","","{""name"":""No. of Gangs:"",""value"":""2""},{""name"":""Internal Depth:"",""value"":""25mm""},{""name"":""Electrical Box Material:"",""value"":""-""},{""name"":""Electrical Box Mounting:"",""value"":""Flush""},{""name"":""For Use With:"",""value"":""Logic Plus Wiring Devices""},{""name"":""Product Range:"",""value"":""MK Logic Plus Metal Back Box""}","LOGIC PLUS","862ZIC","China","Galvanised steel with brass earth terminals
          
    Flush mounting
          
    Secure but easy to use knock outs
          
    Adjustable lugs
          
    Conforms to BS4662
          
    2-Gang box
          
    Knockouts: 16","http://uk.farnell.com/productimages/large/en_GB/PL10451-40.jpg","1","862ZIC LOGIC PLUS, MOUNTING BOX, 2GANG, FLUSH MOUNTING","Electrical,Back & Mounting Boxes","228","http://uk.farnell.com/logic-plus/862zic/mounting-box-2gang-flush-mounting/dp/2503140"
"FarnellItem","","http://www.farnell.com/datasheets/1955060.pdf","(EN)","","{""name"":""Torch Type:"",""value"":""Head Light""},{""name"":""Light Source:"",""value"":""LED""},{""name"":""Lumen Output:"",""value"":""12lm""},{""name"":""Beam Effective Distance:"",""value"":""-""},{""name"":""Power Source:"",""value"":""Rechargeable NiMH Battery""},{""name"":""Torch Body Material:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","ANSMANN","5101173","China","","http://uk.farnell.com/productimages/large/en_GB/2493476-40.jpg","1","5101173 ANSMANN, Torch, Grey, Head Light, LED, 12LM","Electrical,Torches","662","http://uk.farnell.com/ansmann/5101173/torch-led-120lm-20m-grey/dp/2493476"
"FarnellItem","","http://www.farnell.com/datasheets/2189762.pdf","(EN)","","{""name"":""No. of Ways:"",""value"":""-""},{""name"":""Current Rating:"",""value"":""10A""},{""name"":""Product Range:"",""value"":""easyDALi Series""}","ELKAY","374-DMBOX","China","","http://uk.farnell.com/productimages/large/en_GB/2690305-40.jpg","1","374-DMBOX ELKAY, Junction Box, 10 A, easyDALi Series","Electrical,Junction Boxes","3422","http://uk.farnell.com/elkay/374-dmbox/multi-purpose-box-10a-pir/dp/2690305"
